Crop Type,Nitrogen (N),Phosphorus (P),Potassium (K),Soil pH,Soil Type,Target Fertilizer
Cotton,53,27,45,6.7,Clayey,NPK 10-26-26
Maize,77,41,23,8.0,Sandy,NPK 10-26-26
Cotton,58,29,44,4.9,Silty,NPK 10-26-26
Wheat,50,31,20,7.4,Silty,NPK 10-26-26
Maize,68,49,28,5.6,Silty,DAP
Rice,39,22,16,5.3,Loamy,NPK 15-15-15
Wheat,38,18,17,7.6,Sandy,NPK 15-15-15
Sugarcane,96,49,100,6.6,Clayey,DAP
Cotton,61,28,35,5.0,Loamy,NPK 10-26-26
Maize,74,46,37,7.7,Loamy,DAP
Cotton,70,29,48,6.5,Clayey,NPK 10-26-26
Cotton,48,37,50,7.7,Clayey,NPK 10-26-26
Sugarcane,89,41,97,7.9,Silty,NPK 10-26-26
Cotton,67,26,39,5.3,Silty,NPK 10-26-26
Sugarcane,98,52,97,5.2,Clayey,DAP
Sugarcane,108,58,69,7.4,Loamy,DAP
Maize,69,36,25,7.1,Silty,NPK 10-26-26
Sugarcane,98,58,86,7.9,Silty,DAP
Wheat,47,29,26,7.6,Loamy,NPK 10-26-26
Sugarcane,82,48,87,7.8,Clayey,DAP
Rice,53,33,12,7.6,Sandy,Urea
Maize,53,36,26,7.6,Loamy,NPK 10-26-26
Rice,36,31,30,6.4,Loamy,NPK 10-26-26
Sugarcane,107,49,89,4.8,Sandy,DAP
Sugarcane,118,40,64,6.8,Loamy,NPK 10-26-26
Sugarcane,118,51,61,6.6,Loamy,DAP
Wheat,50,26,10,6.5,Sandy,Urea
Rice,57,26,25,5.2,Sandy,NPK 10-26-26
Wheat,45,34,16,7.6,Silty,NPK 15-15-15
Maize,58,46,31,7.4,Loamy,DAP
Rice,46,33,17,5.8,Sandy,Urea
Maize,67,47,24,6.3,Sandy,DAP
Wheat,42,39,16,7.2,Silty,DAP
Sugarcane,92,45,71,7.0,Clayey,DAP
Maize,62,44,36,4.5,Sandy,NPK 10-26-26
Cotton,70,25,49,5.1,Silty,NPK 10-26-26
Rice,40,32,21,8.2,Loamy,NPK 10-26-26
Wheat,30,15,23,8.3,Silty,NPK 15-15-15
Cotton,48,20,48,8.2,Clayey,NPK 10-26-26
Cotton,61,32,43,5.2,Loamy,NPK 10-26-26
Rice,54,40,21,4.8,Silty,DAP
Maize,65,49,25,7.1,Clayey,DAP
Maize,80,50,38,8.2,Loamy,DAP
Cotton,43,39,47,7.8,Silty,NPK 10-26-26
Sugarcane,111,56,65,7.9,Clayey,DAP
Sugarcane,100,53,81,5.3,Loamy,DAP
Cotton,54,24,36,5.1,Sandy,NPK 10-26-26
Maize,52,34,40,6.2,Loamy,NPK 10-26-26
Wheat,39,27,29,8.3,Sandy,NPK 10-26-26
Cotton,47,20,35,5.8,Sandy,NPK 10-26-26
Sugarcane,112,44,66,7.4,Loamy,NPK 10-26-26
Wheat,23,11,19,6.9,Silty,NPK 15-15-15
Wheat,24,13,21,6.0,Clayey,NPK 15-15-15
Maize,62,45,33,8.0,Sandy,DAP
Sugarcane,82,58,61,7.2,Loamy,DAP
Rice,51,28,21,7.1,Sandy,NPK 10-26-26
Wheat,31,36,29,6.2,Clayey,NPK 10-26-26
Cotton,53,28,42,6.4,Loamy,NPK 10-26-26
Wheat,50,36,11,6.8,Clayey,Urea
Rice,47,35,27,4.5,Clayey,NPK 10-26-26
Wheat,22,17,29,6.1,Clayey,NPK 15-15-15
Wheat,23,13,11,4.7,Clayey,NPK 15-15-15
Maize,51,49,35,6.0,Loamy,DAP
Sugarcane,114,42,86,7.0,Loamy,NPK 10-26-26
Sugarcane,80,54,73,6.3,Clayey,DAP
Cotton,68,38,36,8.4,Sandy,NPK 10-26-26
Cotton,49,31,40,5.3,Sandy,NPK 10-26-26
Sugarcane,83,58,95,6.7,Clayey,DAP
Sugarcane,93,51,78,5.5,Silty,DAP
Maize,55,45,26,7.7,Sandy,DAP
Maize,54,32,23,7.9,Loamy,NPK 10-26-26
Cotton,62,28,39,7.0,Clayey,NPK 10-26-26
Wheat,21,18,15,6.6,Clayey,NPK 15-15-15
Rice,51,39,17,5.8,Clayey,DAP
Sugarcane,86,42,93,6.8,Clayey,NPK 10-26-26
Cotton,52,31,38,7.1,Clayey,NPK 10-26-26
Wheat,28,30,25,7.2,Clayey,NPK 10-26-26
Sugarcane,103,48,61,5.1,Loamy,DAP
Rice,56,29,15,8.2,Clayey,Urea
Sugarcane,94,58,74,8.2,Clayey,DAP
Maize,51,42,36,7.8,Clayey,NPK 10-26-26
Sugarcane,95,54,99,7.7,Sandy,DAP
Wheat,39,34,14,4.9,Sandy,NPK 15-15-15
Rice,53,38,13,7.7,Sandy,DAP
Cotton,50,20,30,6.1,Loamy,NPK 10-26-26
Wheat,29,28,24,4.5,Sandy,NPK 10-26-26
Cotton,67,36,47,7.1,Silty,NPK 10-26-26
Maize,53,33,20,7.7,Silty,NPK 10-26-26
Wheat,20,27,20,7.2,Sandy,NPK 10-26-26
Maize,72,39,23,8.0,Sandy,NPK 10-26-26
Wheat,30,20,11,6.1,Loamy,NPK 20-20-0
Maize,56,35,35,6.1,Sandy,NPK 10-26-26
Cotton,45,26,42,6.5,Clayey,NPK 10-26-26
Rice,33,31,18,8.5,Clayey,NPK 10-26-26
Maize,69,43,27,6.9,Sandy,NPK 10-26-26
Wheat,34,24,16,7.1,Loamy,NPK 15-15-15
Cotton,62,32,40,5.7,Silty,NPK 10-26-26
Sugarcane,108,49,62,6.3,Loamy,DAP
Cotton,49,40,35,5.6,Sandy,NPK 10-26-26
Rice,59,40,30,5.2,Clayey,NPK 10-26-26
Maize,80,36,37,6.8,Sandy,NPK 10-26-26
Rice,54,20,16,8.5,Sandy,Urea
Rice,37,21,12,4.7,Sandy,NPK 20-20-0
Maize,69,34,22,6.3,Clayey,NPK 10-26-26
Cotton,64,21,38,7.0,Loamy,NPK 10-26-26
Sugarcane,117,47,65,7.3,Loamy,DAP
Sugarcane,117,56,63,7.9,Sandy,DAP
Cotton,47,30,31,8.1,Sandy,NPK 10-26-26
Rice,53,29,15,5.7,Sandy,Urea
Sugarcane,101,58,100,7.0,Loamy,DAP
Cotton,56,30,50,7.3,Sandy,NPK 10-26-26
Wheat,23,31,23,6.9,Clayey,NPK 10-26-26
Maize,64,36,24,5.6,Clayey,NPK 10-26-26
Sugarcane,108,52,71,8.5,Clayey,DAP
Sugarcane,95,54,78,8.0,Clayey,DAP
Rice,49,21,19,5.7,Clayey,Urea
Sugarcane,102,53,83,7.8,Clayey,DAP
Maize,70,38,27,5.9,Sandy,NPK 10-26-26
Rice,48,34,13,6.0,Sandy,Urea
Rice,46,26,29,5.1,Clayey,NPK 10-26-26
Sugarcane,99,40,97,6.8,Silty,NPK 10-26-26
Cotton,42,32,49,8.4,Clayey,NPK 10-26-26
Sugarcane,117,60,99,5.8,Loamy,DAP
Rice,54,38,25,7.3,Sandy,NPK 10-26-26
Sugarcane,93,43,67,4.7,Loamy,NPK 10-26-26
Wheat,38,18,23,8.2,Clayey,NPK 15-15-15
Sugarcane,82,52,91,5.9,Sandy,DAP
Cotton,53,34,45,6.2,Loamy,NPK 10-26-26
Cotton,63,27,49,5.7,Loamy,NPK 10-26-26
Rice,45,21,12,8.0,Clayey,Urea
Maize,64,43,36,6.5,Clayey,NPK 10-26-26
Maize,61,46,34,8.0,Loamy,DAP
Maize,78,30,28,7.9,Silty,NPK 10-26-26
Wheat,39,20,22,8.4,Clayey,NPK 15-15-15
Maize,53,39,28,4.9,Silty,NPK 10-26-26
Rice,39,32,21,6.4,Clayey,NPK 10-26-26
Cotton,63,35,37,6.1,Sandy,NPK 10-26-26
Cotton,45,39,42,6.2,Loamy,NPK 10-26-26
Maize,50,45,23,4.8,Silty,DAP
Sugarcane,81,59,60,4.7,Silty,DAP
Sugarcane,114,53,75,5.8,Loamy,DAP
Wheat,37,21,14,7.1,Silty,NPK 15-15-15
Sugarcane,116,48,69,6.8,Clayey,DAP
Sugarcane,83,54,75,7.7,Loamy,DAP
Wheat,35,20,28,5.6,Loamy,NPK 10-26-26
Wheat,44,13,13,8.3,Clayey,Urea
Wheat,29,13,22,6.7,Silty,NPK 15-15-15
Wheat,50,38,18,6.5,Loamy,DAP
Rice,44,31,19,5.7,Clayey,NPK 10-26-26
Wheat,45,21,13,5.7,Sandy,Urea
Rice,38,27,13,7.6,Silty,NPK 15-15-15
Maize,70,39,23,7.4,Silty,NPK 10-26-26
Sugarcane,81,45,85,5.8,Silty,DAP
Cotton,56,33,32,8.1,Silty,NPK 10-26-26
Cotton,52,22,32,5.3,Loamy,NPK 10-26-26
Wheat,27,28,23,7.9,Clayey,NPK 10-26-26
Cotton,62,27,31,5.4,Loamy,NPK 10-26-26
Maize,79,47,24,6.4,Loamy,DAP
Rice,30,34,14,7.2,Clayey,NPK 15-15-15
Sugarcane,90,50,94,5.3,Silty,DAP
Cotton,63,27,40,5.8,Loamy,NPK 10-26-26
Maize,79,47,38,8.0,Silty,DAP
Maize,61,41,38,6.5,Loamy,NPK 10-26-26
Maize,62,39,21,8.0,Loamy,NPK 10-26-26
Sugarcane,80,40,76,5.9,Loamy,NPK 10-26-26
Maize,62,49,28,8.4,Clayey,DAP
Rice,54,33,29,7.8,Silty,NPK 10-26-26
Rice,49,22,13,6.5,Sandy,Urea
Cotton,47,37,45,4.7,Clayey,NPK 10-26-26
Rice,59,35,12,4.9,Clayey,Urea
Sugarcane,116,51,66,6.8,Loamy,DAP
Rice,60,36,25,4.8,Clayey,NPK 10-26-26
Wheat,39,35,18,8.0,Clayey,NPK 10-26-26
Wheat,29,21,30,6.5,Clayey,NPK 10-26-26
Maize,59,35,27,6.5,Loamy,NPK 10-26-26
Sugarcane,109,48,87,7.9,Silty,DAP
Rice,30,40,21,8.4,Sandy,DAP
Maize,70,34,23,5.5,Clayey,NPK 10-26-26
Maize,61,30,27,7.4,Clayey,NPK 10-26-26
Sugarcane,106,40,99,6.4,Sandy,NPK 10-26-26
Cotton,63,26,35,7.4,Loamy,NPK 10-26-26
Cotton,50,34,35,5.2,Silty,NPK 10-26-26
Rice,35,26,10,7.4,Clayey,NPK 20-20-0
Rice,34,40,20,5.6,Sandy,DAP
Cotton,67,35,38,6.9,Sandy,NPK 10-26-26
Wheat,36,20,25,7.0,Sandy,NPK 10-26-26
Wheat,36,39,13,8.3,Loamy,DAP
Maize,51,36,21,5.9,Loamy,NPK 10-26-26
Wheat,36,21,28,5.0,Loamy,NPK 10-26-26
Wheat,27,30,24,8.2,Clayey,NPK 10-26-26
Wheat,50,15,20,7.1,Silty,Urea
Rice,54,27,27,6.4,Clayey,NPK 10-26-26
Wheat,46,22,13,4.7,Silty,Urea
Rice,56,40,27,8.3,Clayey,NPK 10-26-26
Maize,79,31,30,5.9,Loamy,NPK 10-26-26
Maize,64,42,21,7.1,Sandy,DAP
Maize,55,48,21,5.0,Silty,DAP
Cotton,41,30,42,5.9,Clayey,NPK 10-26-26
Sugarcane,111,51,84,6.4,Sandy,DAP
Maize,51,30,37,5.3,Clayey,NPK 10-26-26
Wheat,42,35,18,5.4,Loamy,NPK 10-26-26
Maize,59,33,40,6.5,Loamy,NPK 10-26-26
Wheat,31,20,15,7.8,Silty,NPK 15-15-15
Cotton,50,39,47,5.5,Clayey,NPK 10-26-26
Wheat,47,27,18,8.4,Silty,Urea
Sugarcane,80,48,92,7.3,Clayey,DAP
Sugarcane,120,59,78,8.3,Clayey,DAP
Maize,69,31,34,6.6,Loamy,NPK 10-26-26
Sugarcane,82,42,88,8.4,Sandy,NPK 10-26-26
Cotton,53,29,48,8.2,Loamy,NPK 10-26-26
Sugarcane,118,53,97,8.5,Silty,DAP
Cotton,56,33,35,5.8,Clayey,NPK 10-26-26
Sugarcane,93,57,64,7.5,Silty,DAP
Maize,63,32,25,5.4,Loamy,NPK 10-26-26
Wheat,27,16,28,6.4,Sandy,NPK 15-15-15
Sugarcane,102,48,73,8.5,Sandy,DAP
Wheat,48,20,29,6.5,Silty,NPK 10-26-26
Maize,53,47,22,5.2,Sandy,DAP
Rice,31,30,19,8.3,Silty,NPK 10-26-26
Sugarcane,80,57,98,7.7,Silty,DAP
Rice,36,31,14,6.3,Sandy,NPK 15-15-15
Cotton,46,37,34,5.0,Clayey,NPK 10-26-26
Cotton,42,31,43,8.5,Clayey,NPK 10-26-26
Sugarcane,120,51,77,5.0,Sandy,DAP
Cotton,53,32,40,8.4,Silty,NPK 10-26-26
Sugarcane,92,43,89,6.4,Sandy,NPK 10-26-26
Rice,30,25,25,8.1,Sandy,NPK 10-26-26
Cotton,67,36,38,6.7,Sandy,NPK 10-26-26
Cotton,65,20,40,5.1,Sandy,NPK 10-26-26
Maize,73,41,26,5.2,Sandy,NPK 10-26-26
Wheat,49,36,22,7.0,Loamy,NPK 10-26-26
Cotton,60,24,46,4.5,Loamy,NPK 10-26-26
Maize,79,38,25,5.7,Clayey,NPK 10-26-26
Sugarcane,80,49,99,7.7,Clayey,DAP
Wheat,46,24,14,4.7,Sandy,Urea
Maize,68,31,26,7.2,Loamy,NPK 10-26-26
Sugarcane,94,48,78,4.7,Sandy,DAP
Wheat,33,20,19,6.3,Clayey,NPK 15-15-15
Wheat,47,39,28,7.6,Clayey,NPK 10-26-26
Wheat,47,40,19,8.4,Sandy,DAP
Wheat,35,16,21,7.8,Clayey,NPK 15-15-15
Rice,50,24,13,7.7,Loamy,Urea
Cotton,67,35,48,5.4,Loamy,NPK 10-26-26
Wheat,39,36,29,8.3,Silty,NPK 10-26-26
Maize,56,42,33,7.8,Sandy,NPK 10-26-26
Cotton,44,34,39,4.9,Loamy,NPK 10-26-26
Cotton,40,37,50,7.2,Sandy,NPK 10-26-26
Maize,59,32,35,7.9,Loamy,NPK 10-26-26
Rice,47,23,10,8.2,Silty,Urea
Sugarcane,99,54,83,7.9,Silty,DAP
Cotton,55,39,41,8.0,Sandy,NPK 10-26-26
Rice,30,21,17,8.4,Silty,NPK 15-15-15
Rice,58,29,10,4.5,Sandy,Urea
Rice,52,30,17,6.6,Silty,Urea
Cotton,67,27,37,6.2,Silty,NPK 10-26-26
Maize,55,40,35,5.4,Silty,NPK 10-26-26
Maize,61,32,21,6.1,Clayey,NPK 10-26-26
Sugarcane,80,44,82,8.0,Loamy,NPK 10-26-26
Wheat,44,29,24,5.0,Silty,NPK 10-26-26
Rice,59,23,18,7.0,Silty,Urea
Cotton,51,34,49,5.3,Loamy,NPK 10-26-26
Maize,59,47,34,5.4,Clayey,DAP
Cotton,53,34,38,5.2,Clayey,NPK 10-26-26
Maize,59,31,38,6.2,Clayey,NPK 10-26-26
Sugarcane,106,51,94,5.0,Clayey,DAP
Maize,54,41,20,4.6,Sandy,DAP
Rice,33,25,12,5.0,Clayey,NPK 20-20-0
Wheat,43,37,24,6.7,Clayey,NPK 10-26-26
Rice,31,22,18,4.5,Silty,NPK 15-15-15
Sugarcane,94,53,74,6.9,Clayey,DAP
Wheat,50,22,23,6.7,Sandy,NPK 10-26-26
Wheat,39,32,13,7.6,Clayey,NPK 15-15-15
Maize,79,50,25,8.3,Silty,DAP
Wheat,20,15,24,5.1,Loamy,NPK 15-15-15
Wheat,49,20,21,6.5,Silty,Urea
Rice,31,29,15,5.1,Silty,NPK 15-15-15
Cotton,53,29,50,8.0,Clayey,NPK 10-26-26
Wheat,50,30,19,8.4,Sandy,NPK 10-26-26
Maize,79,37,35,6.9,Loamy,NPK 10-26-26
Sugarcane,102,48,95,8.0,Silty,DAP
Rice,31,23,23,6.4,Silty,NPK 10-26-26
Cotton,45,22,39,8.3,Clayey,NPK 10-26-26
Wheat,31,21,11,7.0,Clayey,NPK 20-20-0
Cotton,60,25,47,8.2,Loamy,NPK 10-26-26
Cotton,59,20,38,6.2,Clayey,NPK 10-26-26
Cotton,59,22,43,6.4,Silty,NPK 10-26-26
Sugarcane,107,40,89,8.2,Silty,NPK 10-26-26
Wheat,23,23,13,6.7,Sandy,NPK 15-15-15
Wheat,43,19,14,7.0,Sandy,NPK 15-15-15
Sugarcane,93,44,80,4.6,Loamy,NPK 10-26-26
Wheat,36,27,26,8.5,Loamy,NPK 10-26-26
Maize,54,41,37,6.8,Silty,NPK 10-26-26
Wheat,36,29,16,4.9,Silty,NPK 15-15-15
Wheat,36,18,21,5.9,Clayey,NPK 15-15-15
Rice,39,39,15,5.9,Sandy,DAP
Maize,72,49,26,8.4,Sandy,DAP
Rice,30,28,15,5.1,Sandy,NPK 15-15-15
Cotton,59,34,45,4.8,Silty,NPK 10-26-26
Rice,47,23,28,8.4,Clayey,NPK 10-26-26
Sugarcane,90,46,93,6.9,Loamy,DAP
Wheat,47,31,16,4.7,Sandy,Urea
Cotton,48,40,47,4.9,Loamy,NPK 10-26-26
Wheat,29,37,13,6.9,Sandy,DAP
Wheat,26,24,17,6.4,Clayey,NPK 15-15-15
Rice,39,24,25,7.8,Silty,NPK 10-26-26
Sugarcane,112,45,76,7.1,Silty,DAP
Sugarcane,89,56,100,5.3,Sandy,DAP
Sugarcane,108,42,87,6.9,Sandy,NPK 10-26-26
Maize,70,43,33,8.3,Silty,NPK 10-26-26
Cotton,57,28,42,5.5,Loamy,NPK 10-26-26
Sugarcane,99,48,78,5.6,Loamy,DAP
Wheat,27,15,15,7.5,Silty,NPK 15-15-15
Sugarcane,110,44,97,7.2,Sandy,NPK 10-26-26
Sugarcane,85,48,72,4.8,Clayey,DAP
Wheat,31,26,18,5.6,Sandy,NPK 10-26-26
Cotton,57,20,39,5.1,Silty,NPK 10-26-26
Maize,63,48,32,8.0,Loamy,DAP
Cotton,44,20,40,5.4,Clayey,NPK 10-26-26
Cotton,52,39,50,5.8,Sandy,NPK 10-26-26
Rice,51,38,29,7.9,Silty,NPK 10-26-26
Wheat,40,17,30,7.7,Loamy,NPK 15-15-15
Sugarcane,90,41,64,8.2,Sandy,NPK 10-26-26
Wheat,22,15,11,6.2,Sandy,NPK 15-15-15
Rice,49,25,12,8.1,Loamy,Urea
Cotton,46,34,49,7.1,Clayey,NPK 10-26-26
Maize,66,40,36,5.6,Sandy,NPK 10-26-26
Rice,42,26,20,5.1,Sandy,NPK 10-26-26
Wheat,43,18,11,6.9,Clayey,Urea
Wheat,50,30,21,5.7,Silty,NPK 10-26-26
Sugarcane,101,54,77,5.0,Sandy,DAP
Rice,43,23,17,8.3,Loamy,NPK 15-15-15
Maize,50,30,21,4.8,Sandy,NPK 10-26-26
Wheat,32,27,24,6.4,Clayey,NPK 10-26-26
Maize,57,30,35,7.7,Loamy,NPK 10-26-26
Wheat,34,37,12,6.9,Sandy,DAP
Wheat,38,35,12,6.6,Loamy,DAP
Cotton,56,25,31,5.4,Sandy,NPK 10-26-26
Cotton,67,38,36,8.2,Loamy,NPK 10-26-26
Cotton,49,35,32,6.4,Sandy,NPK 10-26-26
Maize,72,32,36,8.1,Loamy,NPK 10-26-26
Cotton,44,30,36,4.9,Silty,NPK 10-26-26
Cotton,47,38,42,4.7,Clayey,NPK 10-26-26
Maize,73,41,20,7.0,Clayey,DAP
Maize,67,32,30,4.9,Silty,NPK 10-26-26
Cotton,57,36,45,7.8,Sandy,NPK 10-26-26
Wheat,25,18,29,6.4,Loamy,NPK 10-26-26
Rice,53,21,28,5.3,Silty,NPK 10-26-26
Cotton,43,40,35,8.1,Sandy,NPK 10-26-26
Sugarcane,98,55,68,4.8,Silty,DAP
Rice,35,35,25,7.2,Clayey,NPK 10-26-26
Sugarcane,114,54,88,4.6,Silty,DAP
Sugarcane,82,51,98,5.1,Silty,DAP
Wheat,49,10,13,7.8,Silty,Urea
Cotton,45,40,32,6.9,Silty,NPK 10-26-26
Maize,56,44,36,7.6,Clayey,NPK 10-26-26
Cotton,43,28,49,4.7,Clayey,NPK 10-26-26
Sugarcane,107,40,73,6.3,Clayey,NPK 10-26-26
Cotton,42,36,41,8.4,Clayey,NPK 10-26-26
Sugarcane,111,40,74,5.4,Sandy,NPK 10-26-26
Wheat,33,22,19,5.2,Sandy,NPK 15-15-15
Maize,61,35,25,4.9,Sandy,NPK 10-26-26
Sugarcane,91,56,94,5.1,Clayey,DAP
Wheat,48,22,20,6.4,Sandy,Urea
Maize,62,34,39,7.3,Silty,NPK 10-26-26
Cotton,45,20,42,8.1,Silty,NPK 10-26-26
Rice,38,23,29,5.6,Clayey,NPK 10-26-26
Wheat,24,30,26,8.0,Loamy,NPK 10-26-26
Rice,52,29,14,7.5,Loamy,Urea
Cotton,64,23,31,7.7,Clayey,NPK 10-26-26
Rice,30,20,10,6.7,Loamy,NPK 20-20-0
Wheat,49,13,20,4.5,Sandy,Urea
Sugarcane,87,59,93,6.6,Loamy,DAP
Wheat,40,34,18,5.4,Silty,NPK 10-26-26
Rice,54,32,16,8.5,Loamy,Urea
Sugarcane,104,58,82,8.4,Sandy,DAP
Rice,59,37,16,4.8,Loamy,Urea
Rice,41,37,10,8.1,Clayey,DAP
Cotton,62,38,48,6.6,Silty,NPK 10-26-26
Maize,56,44,31,5.4,Loamy,NPK 10-26-26
Rice,50,30,30,6.1,Silty,NPK 10-26-26
Rice,57,35,29,6.1,Loamy,NPK 10-26-26
Rice,58,21,30,7.8,Clayey,NPK 10-26-26
Sugarcane,111,56,69,7.6,Sandy,DAP
Maize,80,48,29,5.1,Silty,DAP
Sugarcane,91,50,61,8.0,Sandy,DAP
Rice,58,20,16,7.8,Silty,Urea
Sugarcane,120,48,69,8.3,Silty,DAP
Rice,43,23,18,8.5,Loamy,NPK 15-15-15
Rice,60,21,25,5.3,Clayey,NPK 10-26-26
Cotton,53,22,40,6.2,Loamy,NPK 10-26-26
Rice,35,34,22,5.2,Sandy,NPK 10-26-26
Cotton,40,38,42,8.4,Clayey,NPK 10-26-26
Cotton,58,35,30,7.9,Sandy,NPK 10-26-26
Cotton,69,30,32,6.6,Sandy,NPK 10-26-26
Maize,58,35,33,6.4,Clayey,NPK 10-26-26
Wheat,33,17,12,6.7,Silty,NPK 15-15-15
Rice,58,22,10,7.6,Silty,Urea
Rice,35,31,24,7.0,Loamy,NPK 10-26-26
Cotton,41,37,48,7.0,Sandy,NPK 10-26-26
Rice,59,25,27,4.7,Clayey,NPK 10-26-26
Wheat,36,23,22,8.1,Clayey,NPK 10-26-26
Maize,63,31,28,6.4,Clayey,NPK 10-26-26
Cotton,64,30,37,8.3,Clayey,NPK 10-26-26
Rice,42,39,16,5.9,Clayey,DAP
Cotton,67,24,34,6.9,Clayey,NPK 10-26-26
Sugarcane,107,50,83,8.2,Silty,DAP
Wheat,21,39,24,7.4,Sandy,NPK 10-26-26
Rice,43,26,17,7.7,Silty,NPK 15-15-15
Sugarcane,115,50,77,8.2,Clayey,DAP
Wheat,31,35,19,8.5,Loamy,NPK 10-26-26
Sugarcane,111,40,75,8.4,Loamy,NPK 10-26-26
Maize,50,35,30,5.8,Sandy,NPK 10-26-26
Rice,38,37,30,7.7,Clayey,NPK 10-26-26
Wheat,45,20,23,7.9,Loamy,NPK 15-15-15
Rice,56,23,24,5.4,Silty,NPK 10-26-26
Cotton,42,29,32,5.5,Loamy,NPK 10-26-26
Sugarcane,85,46,75,7.1,Clayey,DAP
Maize,77,34,26,7.3,Sandy,NPK 10-26-26
Cotton,43,32,32,8.2,Clayey,NPK 10-26-26
Wheat,34,14,28,7.2,Sandy,NPK 15-15-15
Maize,77,46,24,8.5,Sandy,DAP
Maize,65,42,24,7.7,Sandy,NPK 10-26-26
Sugarcane,93,57,69,8.0,Silty,DAP
Maize,53,30,39,7.6,Silty,NPK 10-26-26
Cotton,65,40,43,4.5,Silty,NPK 10-26-26
Sugarcane,101,40,72,6.5,Sandy,NPK 10-26-26
Rice,42,25,12,5.0,Clayey,NPK 20-20-0
Sugarcane,101,54,64,8.4,Loamy,DAP
Sugarcane,106,53,81,6.8,Sandy,DAP
Cotton,61,37,48,7.6,Clayey,NPK 10-26-26
Wheat,23,23,29,8.2,Clayey,NPK 10-26-26
Wheat,45,26,16,6.4,Loamy,NPK 15-15-15
Sugarcane,98,41,90,7.4,Loamy,NPK 10-26-26
Sugarcane,106,53,78,5.9,Sandy,DAP
Cotton,51,23,50,8.1,Silty,NPK 10-26-26
Maize,52,42,22,8.1,Silty,DAP
Wheat,27,18,15,8.1,Silty,NPK 15-15-15
Maize,61,35,31,7.0,Loamy,NPK 10-26-26
Wheat,45,24,14,8.0,Loamy,Urea
Cotton,48,37,35,4.7,Clayey,NPK 10-26-26
Rice,31,35,26,5.5,Clayey,NPK 10-26-26
Wheat,20,20,16,7.7,Sandy,NPK 15-15-15
Rice,53,38,24,8.2,Silty,NPK 10-26-26
Rice,33,22,21,6.5,Clayey,NPK 15-15-15
Sugarcane,90,53,78,5.8,Loamy,DAP
Rice,57,33,22,8.3,Sandy,NPK 10-26-26
Cotton,52,33,30,7.3,Sandy,NPK 10-26-26
Wheat,25,15,21,5.3,Loamy,NPK 15-15-15
Rice,49,27,21,7.5,Clayey,NPK 10-26-26
Cotton,43,36,33,5.6,Sandy,NPK 10-26-26
Sugarcane,114,47,83,7.7,Sandy,DAP
Cotton,69,27,37,5.6,Loamy,NPK 10-26-26
Maize,70,37,20,6.8,Clayey,NPK 10-26-26
Maize,71,46,39,8.1,Sandy,DAP
Cotton,66,23,49,8.0,Loamy,NPK 10-26-26
Wheat,47,29,17,5.2,Sandy,Urea
Cotton,42,24,31,5.9,Sandy,NPK 10-26-26
Maize,74,50,40,7.9,Clayey,DAP
Sugarcane,114,46,73,7.3,Loamy,DAP
Sugarcane,100,46,90,8.2,Silty,DAP
Maize,72,38,38,5.1,Silty,NPK 10-26-26
Rice,52,29,28,6.2,Loamy,NPK 10-26-26
Rice,42,33,15,6.7,Clayey,NPK 15-15-15
Cotton,70,25,47,6.8,Clayey,NPK 10-26-26
Rice,55,25,25,6.4,Sandy,NPK 10-26-26
Sugarcane,86,59,99,5.2,Silty,DAP
Sugarcane,92,58,76,6.6,Loamy,DAP
Sugarcane,91,47,67,7.9,Clayey,DAP
Cotton,64,29,46,6.1,Silty,NPK 10-26-26
Sugarcane,103,55,76,8.1,Loamy,DAP
Wheat,35,37,29,4.5,Silty,NPK 10-26-26
Maize,62,41,34,8.4,Loamy,NPK 10-26-26
Sugarcane,90,49,83,6.6,Sandy,DAP
Rice,41,40,30,4.7,Clayey,NPK 10-26-26
Cotton,51,33,38,5.3,Loamy,NPK 10-26-26
Maize,67,30,28,5.0,Silty,NPK 10-26-26
Rice,58,33,12,6.6,Clayey,Urea
Cotton,54,37,47,7.4,Silty,NPK 10-26-26
Maize,77,43,26,7.8,Sandy,NPK 10-26-26
Rice,51,39,30,7.1,Clayey,NPK 10-26-26
Maize,59,41,28,4.7,Sandy,NPK 10-26-26
Rice,43,26,15,8.0,Clayey,NPK 15-15-15
Sugarcane,109,40,96,5.7,Loamy,NPK 10-26-26
Cotton,57,26,40,4.6,Sandy,NPK 10-26-26
Sugarcane,118,56,65,8.3,Clayey,DAP
Cotton,55,30,35,6.0,Loamy,NPK 10-26-26
Cotton,69,29,31,5.8,Sandy,NPK 10-26-26
Sugarcane,108,48,82,5.4,Loamy,DAP
Wheat,25,10,26,6.2,Loamy,NPK 15-15-15
Cotton,53,29,31,6.4,Sandy,NPK 10-26-26
Wheat,50,27,21,5.4,Silty,NPK 10-26-26
Wheat,44,16,17,6.6,Clayey,NPK 15-15-15
Cotton,56,21,37,7.6,Sandy,NPK 10-26-26
Cotton,57,36,33,4.9,Clayey,NPK 10-26-26
Rice,45,30,18,8.2,Clayey,NPK 10-26-26
Maize,80,45,28,7.9,Loamy,DAP
Sugarcane,86,57,63,7.7,Silty,DAP
Rice,39,29,13,8.3,Loamy,NPK 15-15-15
Cotton,42,38,35,6.5,Loamy,NPK 10-26-26
Maize,65,41,37,4.5,Clayey,NPK 10-26-26
