Nitrogen (N),Phosphorus (P),Potassium (K),Carbon Emissions (kg),Water Pollution Risk (%),Soil Degradation (Index),Crop Type
25,9,13,3.21,14.0,1.5,Soybean
22,27,20,3.95,18.4,1.2,Wheat
12,23,29,2.93,11.0,4.1,Wheat
12,21,25,2.75,15.3,1.5,Maize
13,28,37,3.44,14.9,3.4,Cotton
42,17,36,5.77,24.0,1.4,Rice
48,28,22,6.64,18.2,2.2,Cotton
41,6,40,5.2,15.3,2.8,Maize
24,6,17,3.04,13.2,2.9,Rice
26,19,25,4.05,18.3,4.0,Wheat
14,26,39,3.48,11.7,2.6,Wheat
22,20,22,3.64,17.1,2.5,Cotton
17,18,40,3.4,15.2,4.7,Rice
49,21,39,6.73,25.5,4.5,Soybean
47,14,36,6.12,19.0,2.2,Soybean
11,19,26,2.57,15.7,3.5,Soybean
13,29,38,3.51,18.5,4.5,Cotton
14,21,27,2.99,10.4,2.2,Soybean
21,19,24,3.53,16.5,2.2,Rice
21,17,37,3.69,19.8,1.3,Rice
18,11,31,2.97,16.0,3.7,Rice
11,8,20,1.9,17.8,2.9,Wheat
37,17,13,4.81,20.3,3.9,Rice
26,22,7,3.84,15.0,4.7,Soybean
16,14,9,2.48,18.0,3.1,Wheat
20,27,31,3.97,14.4,4.0,Maize
47,7,15,5.35,15.4,2.4,Soybean
33,21,20,4.75,22.0,3.9,Cotton
47,17,31,6.17,17.3,3.4,Soybean
50,19,30,6.55,23.4,3.9,Wheat
26,16,33,4.06,17.3,2.1,Cotton
48,25,10,6.25,18.1,3.3,Wheat
36,10,31,4.72,21.8,4.2,Cotton
20,23,39,3.93,11.9,3.5,Cotton
36,13,21,4.67,15.7,3.3,Maize
33,27,27,5.19,14.3,4.9,Wheat
40,16,15,5.1,24.2,3.3,Rice
33,16,23,4.56,17.1,2.5,Wheat
31,23,30,4.85,16.0,4.5,Cotton
18,5,23,2.51,18.4,1.9,Cotton
47,28,17,6.44,17.2,4.5,Wheat
49,14,38,6.36,25.6,4.0,Cotton
12,26,37,3.24,10.5,1.2,Cotton
45,20,25,6.0,18.2,1.7,Rice
38,9,22,4.69,14.1,4.8,Cotton
11,15,6,1.97,15.6,4.3,Wheat
15,23,40,3.45,12.2,1.9,Maize
22,18,28,3.66,14.1,5.0,Soybean
29,29,13,4.61,14.0,4.1,Rice
42,21,27,5.79,18.0,4.5,Soybean
24,25,7,3.79,13.9,3.7,Wheat
46,28,20,6.4,19.5,1.8,Rice
15,15,14,2.53,13.3,3.9,Soybean
27,21,15,4.05,18.3,4.5,Soybean
31,20,38,4.86,18.8,1.2,Cotton
22,19,35,3.85,11.6,4.7,Rice
46,12,39,5.98,21.0,3.8,Soybean
19,5,31,2.77,11.9,4.7,Maize
23,6,25,3.1,14.6,3.4,Cotton
47,16,14,5.78,24.0,1.3,Maize
30,16,26,4.32,20.4,3.0,Rice
25,13,14,3.43,15.4,2.1,Rice
36,21,29,5.23,23.7,1.2,Soybean
42,22,15,5.6,20.7,2.4,Rice
15,26,15,3.1,16.7,4.3,Cotton
48,14,26,6.02,24.7,1.6,Wheat
16,8,18,2.36,17.4,4.1,Cotton
36,28,25,5.5,15.8,2.6,Soybean
49,20,5,6.0,24.8,2.0,Soybean
44,26,40,6.5,25.1,2.2,Rice
35,9,17,4.29,15.8,1.0,Cotton
46,21,26,6.17,23.9,4.5,Soybean
26,24,15,4.1,18.3,3.8,Rice
16,29,30,3.65,16.1,3.8,Rice
20,23,28,3.71,19.5,3.6,Maize
19,22,21,3.42,11.6,5.0,Cotton
10,9,34,2.13,12.9,3.6,Cotton
13,6,13,1.86,12.0,4.6,Cotton
18,12,15,2.7,14.6,2.8,Maize
30,11,23,4.01,15.7,4.5,Wheat
17,20,25,3.2,17.8,4.3,Soybean
46,12,11,5.42,21.8,5.0,Wheat
28,8,12,3.44,12.4,3.3,Cotton
38,26,33,5.76,18.4,4.1,Soybean
17,10,37,2.94,11.2,1.4,Cotton
15,23,26,3.17,14.0,1.8,Cotton
43,26,39,6.38,20.2,3.9,Cotton
18,19,14,3.03,12.3,1.7,Wheat
14,19,28,2.91,16.9,4.6,Soybean
13,14,37,2.74,18.3,4.0,Rice
12,20,7,2.34,9.9,3.3,Maize
31,27,32,5.09,15.1,2.1,Maize
21,5,32,2.99,13.2,2.2,Cotton
11,13,30,2.35,13.1,3.1,Maize
33,12,12,4.14,16.5,2.6,Soybean
36,17,34,5.13,18.6,4.3,Maize
22,10,5,2.8,11.9,3.6,Wheat
25,18,31,4.02,19.5,4.2,Cotton
31,29,25,5.05,19.1,2.3,Wheat
27,24,18,4.26,17.0,1.5,Wheat
49,12,28,6.06,24.0,2.0,Soybean
27,14,19,3.78,16.7,3.0,Rice
20,26,26,3.82,15.5,4.2,Wheat
38,20,39,5.58,21.2,4.9,Wheat
28,15,23,4.01,19.1,2.3,Maize
18,21,5,2.95,20.3,1.9,Wheat
49,6,24,5.68,15.9,1.6,Rice
25,8,35,3.6,17.8,2.3,Wheat
11,14,39,2.58,14.9,4.4,Soybean
10,30,11,2.72,13.9,2.9,Cotton
29,6,28,3.76,19.1,1.0,Rice
16,29,29,3.63,20.9,1.5,Maize
14,5,38,2.41,16.9,3.6,Maize
50,9,18,5.81,16.4,2.9,Rice
34,22,10,4.7,15.9,5.0,Maize
38,28,31,5.82,22.1,5.0,Cotton
16,22,38,3.46,18.1,1.1,Cotton
25,20,10,3.7,21.4,2.8,Maize
13,7,13,1.91,10.4,2.7,Maize
16,17,20,2.85,12.6,4.0,Soybean
37,10,21,4.62,23.3,3.4,Cotton
32,12,10,4.0,19.7,2.5,Cotton
44,6,6,4.82,20.8,3.3,Rice
26,27,23,4.41,20.5,1.4,Rice
30,22,38,4.86,20.6,4.8,Soybean
34,11,29,4.53,20.6,2.1,Soybean
34,13,31,4.67,22.4,4.0,Rice
26,19,38,4.31,18.0,4.3,Cotton
27,22,7,3.94,17.6,3.2,Soybean
39,5,5,4.25,19.3,4.9,Maize
50,6,21,5.72,18.2,4.5,Soybean
38,18,33,5.36,22.6,4.5,Wheat
45,11,24,5.53,23.4,4.7,Cotton
46,22,10,5.9,22.0,2.4,Wheat
12,12,22,2.24,17.2,2.0,Wheat
43,11,32,5.49,17.0,4.0,Cotton
17,14,15,2.7,17.6,1.8,Rice
42,20,35,5.9,25.1,2.6,Rice
42,23,21,5.77,18.7,2.8,Rice
40,20,34,5.68,22.5,3.8,Soybean
14,27,14,3.03,19.5,5.0,Wheat
23,18,35,3.9,14.0,1.5,Rice
25,26,12,4.04,22.3,4.5,Maize
18,19,29,3.33,15.2,3.7,Maize
18,13,24,2.93,11.5,2.3,Maize
31,30,6,4.72,21.8,1.8,Maize
10,12,17,1.94,15.6,3.6,Cotton
25,13,28,3.71,13.8,1.2,Soybean
21,5,9,2.53,12.2,4.7,Soybean
49,22,16,6.32,26.0,3.3,Cotton
14,19,26,2.87,10.7,2.9,Wheat
22,13,26,3.37,12.0,1.2,Rice
38,29,12,5.49,22.4,1.6,Wheat
11,21,13,2.41,17.0,1.0,Maize
14,16,10,2.4,11.5,4.7,Soybean
28,5,16,3.37,18.0,4.5,Rice
25,20,25,4.0,18.6,4.5,Rice
48,26,37,6.84,27.0,1.0,Soybean
26,17,7,3.59,12.8,4.8,Maize
40,9,34,5.13,23.2,2.7,Rice
18,17,29,3.23,13.1,3.0,Maize
30,23,15,4.45,13.5,2.0,Cotton
26,17,32,4.09,12.1,4.4,Maize
44,25,21,6.07,18.4,1.7,Maize
15,21,9,2.73,16.0,3.0,Soybean
30,13,25,4.15,16.9,1.1,Soybean
18,26,36,3.82,14.5,3.9,Cotton
48,24,23,6.46,25.9,2.6,Maize
45,15,38,6.01,23.4,2.1,Maize
39,5,20,4.55,22.3,1.6,Cotton
34,22,40,5.3,15.0,2.2,Maize
24,6,11,2.92,17.6,4.3,Rice
25,15,40,4.05,19.8,4.7,Maize
14,23,18,2.91,13.9,1.2,Wheat
22,18,33,3.76,15.2,3.9,Soybean
17,13,37,3.09,18.8,2.7,Soybean
34,21,9,4.63,20.3,1.5,Rice
29,19,21,4.27,12.8,3.9,Rice
12,26,31,3.12,17.1,2.9,Maize
10,20,35,2.7,18.7,2.5,Wheat
49,27,17,6.59,24.7,2.0,Rice
16,26,20,3.3,13.6,4.8,Rice
29,17,39,4.53,13.8,1.5,Rice
44,19,20,5.75,16.6,2.2,Cotton
44,17,16,5.57,17.8,3.0,Maize
34,27,10,4.95,21.8,4.7,Soybean
36,11,9,4.33,15.0,4.1,Soybean
39,19,21,5.27,16.0,4.3,Maize
27,19,29,4.23,13.6,2.9,Soybean
13,19,18,2.61,11.2,2.3,Maize
45,10,5,5.1,18.1,1.4,Soybean
16,24,39,3.58,14.8,1.1,Wheat
20,23,26,3.67,18.0,4.3,Wheat
34,12,18,4.36,15.0,2.7,Cotton
28,23,16,4.27,18.6,4.6,Maize
18,9,33,2.91,17.8,4.9,Rice
12,25,21,2.87,16.5,3.7,Wheat
45,14,29,5.78,16.4,3.8,Maize
14,19,35,3.05,11.8,3.5,Wheat
12,27,30,3.15,11.5,2.8,Wheat
19,14,14,2.88,16.2,4.1,Rice
26,22,22,4.14,17.8,2.8,Soybean
31,10,30,4.2,21.4,4.9,Soybean
29,17,20,4.15,19.4,1.5,Wheat
13,11,19,2.23,13.0,4.0,Cotton
34,7,22,4.19,17.7,2.8,Cotton
19,8,31,2.92,17.0,4.0,Wheat
32,26,28,5.06,23.0,2.4,Cotton
46,9,28,5.61,23.7,1.1,Rice
38,27,10,5.35,22.9,1.1,Cotton
39,14,34,5.28,22.0,4.6,Wheat
27,12,9,3.48,15.6,2.4,Cotton
38,18,40,5.5,20.1,4.5,Soybean
16,29,13,3.31,14.3,4.2,Rice
45,19,14,5.73,25.8,1.4,Cotton
29,23,22,4.49,19.9,2.0,Wheat
18,6,6,2.22,18.4,2.1,Rice
48,5,36,5.77,15.2,2.0,Wheat
26,14,17,3.64,15.6,1.3,Wheat
39,28,15,5.6,23.9,1.9,Wheat
28,26,31,4.72,15.6,4.1,Rice
49,23,27,6.59,20.9,3.5,Wheat
33,24,17,4.84,15.2,2.0,Rice
36,19,18,4.91,15.2,4.0,Cotton
47,16,10,5.7,18.3,2.7,Rice
45,28,35,6.6,22.7,1.3,Maize
47,7,10,5.25,20.0,4.5,Cotton
21,7,9,2.63,10.9,3.2,Wheat
46,18,17,5.84,21.6,1.2,Soybean
47,30,17,6.54,19.2,2.9,Maize
33,5,34,4.23,14.7,2.3,Cotton
21,13,14,3.03,14.8,3.9,Soybean
30,20,34,4.68,15.5,4.6,Rice
45,19,20,5.85,19.4,4.1,Maize
50,25,35,6.95,22.6,2.0,Cotton
14,24,19,2.98,15.8,3.5,Maize
37,20,37,5.44,18.7,4.8,Rice
46,17,39,6.23,17.7,4.0,Rice
21,29,22,3.99,21.4,2.2,Rice
19,20,15,3.2,11.6,3.4,Maize
24,30,31,4.52,17.0,4.4,Soybean
44,18,14,5.58,19.3,4.0,Cotton
17,18,26,3.12,15.9,4.0,Wheat
32,13,11,4.07,14.3,2.0,Cotton
23,13,5,3.05,20.2,4.7,Rice
23,7,38,3.41,18.7,2.5,Cotton
11,28,9,2.68,18.1,1.5,Soybean
41,19,14,5.33,21.0,3.9,Maize
35,20,18,4.86,18.3,4.2,Maize
13,12,9,2.08,14.5,3.3,Soybean
25,20,19,3.88,12.6,1.2,Soybean
20,11,12,2.79,13.1,3.0,Cotton
21,9,38,3.31,14.1,1.1,Soybean
13,30,23,3.26,14.0,3.2,Rice
46,14,17,5.64,24.3,3.0,Wheat
45,23,19,6.03,16.8,4.6,Wheat
49,27,16,6.57,23.1,2.5,Rice
35,15,13,4.51,15.5,4.3,Cotton
24,13,21,3.47,17.6,3.7,Rice
45,22,30,6.2,17.8,4.1,Rice
10,17,37,2.59,12.8,3.1,Wheat
47,26,30,6.6,19.0,2.3,Soybean
25,17,27,3.89,18.5,1.7,Soybean
32,22,39,5.08,14.0,2.7,Maize
17,30,28,3.76,20.2,4.0,Cotton
17,14,38,3.16,13.6,3.7,Maize
23,14,37,3.74,15.0,3.6,Wheat
29,22,40,4.8,22.3,2.5,Soybean
20,24,30,3.8,16.3,1.5,Wheat
25,28,25,4.4,22.7,1.6,Soybean
11,26,10,2.6,14.6,1.9,Rice
21,16,40,3.7,15.5,3.8,Rice
44,10,21,5.32,22.1,2.1,Cotton
10,18,9,2.08,15.2,3.1,Cotton
43,29,29,6.33,16.8,2.6,Maize
14,29,14,3.13,17.9,2.9,Soybean
23,24,30,4.1,16.1,2.1,Cotton
15,28,18,3.26,16.7,1.0,Soybean
24,24,31,4.22,16.4,2.0,Cotton
23,19,20,3.65,12.1,1.6,Maize
43,21,17,5.69,20.7,1.5,Cotton
27,10,10,3.4,17.9,4.1,Maize
38,28,27,5.74,25.3,1.8,Wheat
13,17,25,2.65,12.2,2.2,Soybean
28,18,13,3.96,19.2,4.7,Maize
48,10,22,5.74,19.0,4.8,Soybean
20,16,31,3.42,17.7,5.0,Soybean
17,25,37,3.69,18.6,3.0,Wheat
46,14,31,5.92,19.8,1.9,Soybean
14,25,6,2.77,13.3,1.2,Soybean
17,10,22,2.64,15.5,3.0,Wheat
38,6,22,4.54,17.9,3.1,Maize
50,13,14,5.93,22.4,1.3,Soybean
32,25,19,4.83,21.8,3.2,Maize
33,25,33,5.21,14.5,3.1,Rice
41,29,35,6.25,19.8,3.1,Cotton
13,21,12,2.59,16.1,5.0,Soybean
20,18,38,3.66,13.4,4.3,Rice
46,15,29,5.93,18.1,4.1,Rice
40,29,35,6.15,18.9,4.8,Rice
13,30,33,3.46,20.3,1.4,Rice
16,28,36,3.72,13.6,2.7,Wheat
18,16,16,2.92,19.5,2.9,Maize
50,21,25,6.55,19.9,3.3,Cotton
37,30,29,5.78,22.9,1.3,Wheat
16,5,15,2.15,14.7,4.2,Soybean
11,10,14,1.88,16.3,1.4,Soybean
39,18,11,5.02,22.3,1.6,Wheat
47,25,40,6.75,21.5,1.5,Wheat
37,5,19,4.33,15.5,4.2,Cotton
29,17,17,4.09,13.2,3.2,Rice
10,7,10,1.55,8.0,4.9,Cotton
42,20,39,5.98,20.4,3.7,Wheat
49,25,10,6.35,20.1,2.2,Wheat
15,28,9,3.08,18.9,1.5,Rice
45,8,28,5.46,19.9,4.2,Rice
41,29,13,5.81,24.0,3.1,Wheat
19,29,24,3.83,21.0,3.9,Cotton
38,29,19,5.63,22.8,1.8,Wheat
22,12,34,3.48,19.2,4.5,Soybean
42,17,21,5.47,24.3,2.8,Wheat
12,26,12,2.74,14.8,4.1,Wheat
19,27,37,3.99,17.7,3.7,Soybean
49,24,22,6.54,20.3,4.2,Rice
14,29,13,3.11,19.8,4.9,Cotton
46,14,19,5.68,17.7,2.6,Cotton
23,30,40,4.6,15.3,2.4,Soybean
15,12,7,2.24,15.1,3.8,Soybean
11,7,16,1.77,15.6,3.7,Rice
45,13,11,5.37,19.2,4.2,Cotton
45,14,30,5.8,19.9,3.7,Maize
27,21,15,4.05,13.8,1.1,Rice
42,10,15,5.0,16.9,2.1,Soybean
45,27,9,6.03,22.8,1.8,Rice
18,9,19,2.63,13.4,4.7,Maize
48,7,29,5.73,15.5,4.3,Wheat
47,29,35,6.85,26.7,1.9,Cotton
31,26,37,5.14,15.4,1.6,Soybean
30,17,20,4.25,13.9,1.9,Wheat
23,23,13,3.71,14.6,5.0,Cotton
37,15,10,4.65,18.4,1.9,Cotton
39,15,36,5.37,22.3,1.5,Rice
33,23,10,4.65,15.6,1.8,Wheat
37,17,21,4.97,23.5,2.5,Rice
49,17,40,6.55,18.8,1.3,Cotton
18,13,40,3.25,17.2,2.8,Maize
44,12,13,5.26,15.9,1.3,Maize
22,30,23,4.16,22.0,1.1,Wheat
10,26,25,2.8,17.9,3.1,Wheat
27,7,10,3.25,13.3,3.4,Cotton
17,15,24,2.93,17.0,4.0,Maize
28,29,35,4.95,20.1,1.1,Soybean
38,14,27,5.04,21.9,4.7,Cotton
20,12,28,3.16,14.0,1.1,Rice
37,18,12,4.84,20.2,2.1,Rice
27,29,39,4.93,15.7,4.3,Maize
48,30,21,6.72,21.0,3.7,Rice
42,7,20,4.95,17.0,4.8,Cotton
15,8,10,2.1,16.5,3.6,Soybean
48,7,14,5.43,23.9,4.6,Cotton
49,15,23,6.11,16.3,4.0,Soybean
11,16,24,2.38,10.3,3.8,Rice
28,14,31,4.12,17.4,4.7,Maize
22,11,31,3.37,10.9,4.6,Rice
21,7,38,3.21,10.9,1.3,Cotton
35,8,20,4.3,14.7,3.9,Wheat
20,14,13,2.96,18.6,1.2,Soybean
34,26,11,4.92,21.0,3.4,Cotton
12,13,27,2.39,15.4,3.2,Wheat
49,12,16,5.82,16.1,3.8,Maize
17,18,36,3.32,11.3,4.4,Rice
44,21,26,5.97,21.5,4.7,Wheat
14,16,19,2.58,16.6,2.7,Rice
22,11,35,3.45,18.2,3.5,Wheat
22,6,33,3.16,16.0,1.0,Wheat
46,24,25,6.3,25.7,2.8,Soybean
41,13,12,4.99,20.6,3.4,Rice
49,28,30,6.9,19.0,2.8,Soybean
17,30,24,3.68,13.9,2.2,Maize
26,7,6,3.07,13.1,3.0,Maize
27,18,28,4.16,21.9,2.0,Soybean
29,7,20,3.65,16.3,1.8,Soybean
38,23,21,5.37,22.2,2.2,Maize
33,6,24,4.08,17.6,4.3,Maize
34,22,24,4.98,20.6,3.5,Maize
33,15,29,4.63,15.9,2.1,Wheat
29,18,37,4.54,17.0,1.8,Rice
15,23,7,2.79,16.0,2.4,Soybean
27,20,40,4.5,12.7,3.9,Maize
23,16,15,3.4,14.3,3.8,Maize
11,20,7,2.24,12.4,1.2,Wheat
32,23,27,4.89,23.4,2.1,Soybean
43,15,27,5.59,15.7,4.9,Maize
42,7,27,5.09,16.1,5.0,Soybean
23,12,18,3.26,16.0,3.9,Cotton
47,21,26,6.27,18.1,3.2,Rice
10,28,14,2.68,13.6,3.6,Cotton
15,28,20,3.3,14.6,1.0,Soybean
42,12,23,5.26,22.3,2.5,Cotton
24,18,35,4.0,16.9,3.4,Wheat
41,7,13,4.71,17.8,2.7,Rice
36,18,5,4.6,23.2,3.2,Maize
39,12,19,4.88,17.3,1.7,Wheat
31,30,20,5.0,19.5,4.2,Cotton
41,28,30,6.1,25.0,1.7,Wheat
19,15,28,3.21,12.1,1.1,Rice
33,23,15,4.75,23.7,4.2,Maize
17,17,7,2.69,18.0,3.2,Rice
31,13,21,4.17,16.1,3.6,Rice
21,7,27,2.99,19.0,4.2,Rice
49,27,20,6.65,27.1,4.2,Rice
31,8,9,3.68,18.0,3.4,Soybean
49,28,20,6.7,17.7,3.6,Maize
26,22,32,4.34,15.7,1.4,Wheat
30,21,37,4.79,17.7,3.6,Cotton
36,28,18,5.36,16.7,2.0,Rice
38,10,31,4.92,21.2,1.3,Maize
32,24,30,5.0,17.9,4.6,Soybean
45,17,25,5.85,16.3,4.8,Maize
15,16,27,2.84,13.6,3.1,Maize
48,14,40,6.3,17.2,4.5,Cotton
22,23,13,3.61,19.9,1.8,Maize
46,9,23,5.51,15.9,3.5,Cotton
41,27,28,6.01,17.5,3.0,Rice
13,18,10,2.4,12.6,1.5,Wheat
18,7,39,2.93,13.2,4.4,Soybean
36,24,37,5.54,18.1,4.6,Rice
17,29,36,3.87,12.7,4.6,Cotton
34,15,38,4.91,15.0,2.2,Wheat
20,19,8,3.11,11.3,4.9,Rice
48,16,8,5.76,19.5,4.7,Cotton
21,13,23,3.21,17.4,4.8,Maize
24,8,20,3.2,11.4,2.4,Maize
45,17,7,5.49,16.8,1.5,Maize
32,8,30,4.2,12.4,1.2,Rice
47,10,33,5.86,19.9,1.1,Rice
45,25,36,6.47,18.9,3.5,Soybean
46,25,22,6.29,21.3,4.5,Cotton
12,14,22,2.34,14.1,3.4,Rice
47,24,31,6.52,24.8,2.0,Cotton
29,26,21,4.62,19.8,1.1,Soybean
40,25,11,5.47,25.5,3.5,Rice
44,23,6,5.67,21.8,3.0,Cotton
38,27,26,5.67,22.8,3.9,Maize
33,28,10,4.9,21.5,1.5,Cotton
21,26,15,3.7,18.5,4.8,Maize
37,25,22,5.39,23.1,1.9,Maize
42,7,24,5.03,17.2,4.3,Maize
31,20,16,4.42,20.1,1.9,Soybean
23,11,6,2.97,17.3,1.1,Soybean
12,10,38,2.46,10.0,5.0,Wheat
45,8,26,5.42,16.7,5.0,Soybean
24,27,5,3.85,17.5,4.4,Maize
30,22,5,4.2,20.4,5.0,Rice
13,20,8,2.46,10.0,2.0,Soybean
12,26,23,2.96,10.8,2.6,Rice
26,25,36,4.57,20.9,1.6,Maize
48,5,33,5.71,17.7,3.9,Maize
23,7,40,3.45,20.1,4.3,Cotton
42,25,17,5.79,18.1,3.2,Rice
39,5,5,4.25,20.7,4.2,Wheat
30,25,32,4.89,14.7,4.2,Soybean
30,20,36,4.72,16.6,4.1,Cotton
23,11,13,3.11,13.5,4.7,Wheat
24,26,6,3.82,16.9,3.8,Cotton
16,23,12,2.99,10.8,4.7,Wheat
27,11,37,3.99,16.5,5.0,Wheat
16,23,33,3.41,18.8,2.8,Rice
29,19,26,4.37,19.5,2.1,Cotton
34,20,22,4.84,18.4,3.7,Rice
50,14,14,5.98,18.5,2.7,Cotton
25,17,9,3.53,19.3,4.0,Cotton
27,8,13,3.36,13.1,4.4,Wheat
36,19,37,5.29,16.8,1.1,Rice
29,27,40,5.05,18.8,4.7,Maize
15,30,40,3.8,13.0,4.7,Wheat
44,19,18,5.71,19.6,1.3,Maize
38,16,6,4.72,22.8,4.8,Maize
43,26,24,6.08,19.6,3.9,Wheat
11,27,16,2.77,17.6,3.9,Maize
32,11,13,4.01,22.3,3.3,Rice
15,29,36,3.67,11.6,4.6,Maize
22,19,38,3.91,17.1,4.1,Wheat
42,29,22,6.09,24.2,1.2,Soybean
14,14,25,2.6,13.3,2.5,Maize
31,9,5,3.65,17.6,3.5,Soybean
38,6,38,4.86,15.7,2.8,Maize
18,25,6,3.17,12.8,2.4,Rice
37,13,35,5.05,17.5,2.9,Cotton
33,5,28,4.11,17.7,4.6,Rice
37,25,26,5.47,15.8,3.8,Cotton
38,16,28,5.16,16.2,2.7,Soybean
36,20,7,4.74,20.1,3.1,Cotton
33,12,26,4.42,21.1,1.1,Maize
47,14,34,6.08,21.1,4.7,Maize
46,7,30,5.55,22.3,4.4,Cotton
13,21,27,2.89,19.3,4.8,Cotton
40,27,20,5.75,25.5,4.1,Rice
49,20,9,6.08,26.3,1.2,Cotton
15,17,8,2.51,17.5,3.1,Maize
44,20,40,6.2,23.4,2.9,Maize
41,18,30,5.6,16.4,1.4,Rice
20,25,30,3.85,14.5,1.2,Wheat
14,26,23,3.16,13.8,2.4,Rice
43,26,28,6.16,20.4,2.8,Maize
47,14,25,5.9,22.3,4.4,Rice
14,7,29,2.33,16.7,1.6,Wheat
43,7,38,5.41,17.4,4.0,Soybean
20,9,38,3.21,17.5,4.6,Cotton
44,27,25,6.25,16.8,2.0,Wheat
20,19,11,3.17,14.6,1.0,Wheat
39,24,11,5.32,19.2,4.9,Soybean
43,18,8,5.36,21.6,2.1,Wheat
33,25,19,4.93,20.6,2.9,Maize
36,29,39,5.83,19.0,3.2,Maize
22,17,12,3.29,16.3,4.9,Wheat
26,9,5,3.15,18.0,4.2,Cotton
40,18,13,5.16,16.1,1.1,Soybean
37,7,31,4.67,17.7,3.6,Soybean
17,20,39,3.48,11.7,4.7,Soybean
25,23,6,3.77,19.6,4.1,Rice
47,20,5,5.8,18.4,4.8,Rice
39,24,22,5.54,23.3,4.5,Soybean
20,30,21,3.92,15.5,3.4,Maize
10,6,26,1.82,7.8,1.4,Soybean
40,17,24,5.33,23.9,4.3,Maize
44,28,5,5.9,23.6,2.3,Maize
34,21,28,5.01,16.4,4.0,Soybean
17,6,7,2.14,15.5,4.6,Maize
20,6,22,2.74,18.7,3.3,Rice
20,10,6,2.62,15.1,1.5,Soybean
10,8,20,1.8,7.8,2.9,Soybean
24,9,17,3.19,15.6,2.3,Wheat
26,15,33,4.01,17.2,1.8,Wheat
23,18,28,3.76,18.3,4.8,Wheat
48,28,38,6.96,25.9,2.0,Cotton
21,18,20,3.4,15.4,3.4,Wheat
46,18,6,5.62,22.8,1.0,Soybean
26,23,14,4.03,19.4,2.5,Maize
43,28,6,5.82,18.7,2.3,Rice
32,14,26,4.42,19.0,4.0,Cotton
15,7,20,2.25,18.2,1.4,Rice
18,22,35,3.6,16.5,1.9,Wheat
38,6,23,4.56,17.7,2.3,Maize
40,23,5,5.25,18.1,1.6,Soybean
47,22,20,6.2,23.2,3.8,Soybean
28,30,25,4.8,21.7,4.8,Soybean
39,26,38,5.96,23.6,4.6,Wheat
26,30,6,4.22,17.3,4.6,Cotton
20,28,5,3.5,12.7,3.0,Maize
39,6,9,4.38,20.4,4.6,Soybean
11,20,30,2.7,13.1,1.5,Cotton
20,12,23,3.06,12.1,3.9,Rice
25,14,7,3.34,21.0,1.6,Cotton
28,30,39,5.08,21.7,4.1,Soybean
42,15,15,5.25,15.4,3.6,Wheat
47,14,14,5.68,22.7,3.3,Cotton
18,30,22,3.74,17.8,4.6,Wheat
12,6,29,2.08,17.0,5.0,Rice
27,28,16,4.42,20.1,4.7,Wheat
30,21,19,4.43,21.7,3.2,Wheat
40,11,23,5.01,18.1,3.6,Soybean
33,25,25,5.05,20.2,2.1,Cotton
31,8,25,4.0,15.9,5.0,Wheat
37,10,29,4.78,21.3,4.0,Soybean
37,14,39,5.18,20.3,3.3,Rice
16,17,35,3.15,16.7,1.8,Soybean
10,10,20,1.9,12.6,1.1,Wheat
19,27,10,3.45,15.8,4.7,Rice
23,25,24,4.03,14.8,2.1,Wheat
16,25,24,3.33,17.3,3.2,Soybean
48,18,10,5.9,20.9,2.1,Cotton
49,27,26,6.77,22.8,4.8,Soybean
24,23,11,3.77,17.9,3.3,Rice
49,19,9,6.03,24.7,2.3,Soybean
27,11,6,3.37,11.5,3.0,Soybean
31,30,11,4.82,16.0,3.7,Wheat
16,5,11,2.07,13.1,4.5,Rice
25,8,32,3.54,15.2,1.4,Rice
12,25,15,2.75,16.2,4.5,Wheat
37,26,27,5.54,22.9,4.5,Wheat
35,22,17,4.94,20.3,2.4,Cotton
18,30,24,3.78,19.1,1.1,Maize
33,18,10,4.4,17.4,4.1,Maize
20,5,20,2.65,12.6,2.2,Rice
21,7,16,2.77,13.3,3.7,Soybean
32,30,14,4.98,20.2,3.3,Wheat
27,27,13,4.31,13.8,2.4,Soybean
28,13,13,3.71,15.2,4.2,Soybean
28,7,17,3.49,18.0,4.3,Maize
48,23,16,6.27,18.7,4.4,Rice
30,28,22,4.84,22.9,4.4,Wheat
17,7,19,2.43,13.8,1.0,Cotton
33,25,29,5.13,19.3,1.9,Maize
23,23,24,3.93,14.4,2.9,Maize
49,7,10,5.45,21.8,4.0,Soybean
41,8,8,4.66,20.7,1.4,Wheat
26,5,21,3.27,18.0,3.2,Rice
17,5,38,2.71,10.7,4.1,Soybean
39,24,14,5.38,15.9,4.2,Rice
11,24,38,3.06,15.2,4.6,Rice
11,28,31,3.12,12.2,4.4,Cotton
26,24,28,4.36,16.5,1.9,Rice
41,7,6,4.57,14.3,3.4,Maize
35,15,28,4.81,15.0,1.2,Cotton
26,9,5,3.15,12.0,3.2,Cotton
42,11,15,5.05,15.6,3.3,Rice
50,23,15,6.45,24.2,3.3,Soybean
29,25,6,4.27,16.5,3.1,Rice
38,11,31,4.97,15.1,3.7,Rice
30,18,26,4.42,17.3,3.4,Wheat
27,6,6,3.12,19.8,3.1,Wheat
44,23,20,5.95,21.4,3.3,Wheat
50,17,14,6.13,25.2,1.9,Maize
19,16,27,3.24,10.6,3.4,Wheat
43,24,36,6.22,25.4,2.5,Maize
